date,GLD,SPY,TSLA,BRK-B,AAPL
2025-05-27,304.5,591.15,362.89,509.16,200.21
2025-05-28,303.81,587.73,356.9,503.11,200.42
2025-05-29,305.61,590.05,358.43,506.18,199.95
2025-05-30,303.6,589.39,346.46,503.96,200.85
2025-06-02,311.67,592.71,342.69,502.81,201.7
2025-06-03,308.91,596.09,344.27,497.83,203.27
2025-06-04,310.9,595.93,332.05,491.0,202.82
2025-06-05,309.33,593.05,284.7,488.74,200.63
2025-06-06,305.18,599.14,295.14,493.53,203.92
2025-06-09,306.62,599.68,308.58,493.33,201.45
2025-06-10,306.71,603.08,326.09,491.13,202.67
2025-06-11,308.37,601.36,326.43,488.14,198.78
2025-06-12,312.2,603.75,319.11,490.34,199.2
2025-06-13,316.29,597.0,325.31,487.54,196.45
2025-06-16,311.78,602.68,329.13,490.23,198.42
2025-06-17,311.94,597.53,316.35,483.48,195.64
2025-06-18,310.26,597.44,322.05,485.14,196.58
2025-06-20,310.13,594.28,322.16,484.85,201.0
2025-06-23,311.08,600.15,348.68,487.77,201.5
2025-06-24,306.19,606.78,340.47,493.48,200.3
2025-06-25,307.12,607.12,327.55,486.21,201.56
2025-06-26,306.78,611.87,325.78,485.05,201.0
2025-06-27,301.22,614.91,323.63,485.68,201.08
2025-06-30,304.83,617.85,317.66,485.77,205.17
2025-07-01,307.55,617.65,300.71,489.61,207.82
2025-07-02,309.25,620.45,315.65,480.48,212.44
2025-07-03,307.14,625.34,315.35,485.0,213.55
2025-07-07,307.37,620.68,293.94,478.03,209.95
2025-07-08,304.16,620.34,297.81,477.47,210.01
2025-07-09,305.52,624.06,295.88,478.91,211.14
2025-07-10,306.2,625.82,309.87,478.27,212.41
2025-07-11,309.14,623.62,313.51,475.86,211.16
2025-07-14,308.01,624.81,316.9,476.31,208.62
2025-07-15,306.73,622.14,310.78,470.13,209.11
2025-07-16,308.26,624.22,321.67,471.31,210.16
2025-07-17,307.59,628.04,319.41,473.4,210.02
2025-07-18,308.39,627.58,329.65,473.8,211.18
2025-07-21,313.13,628.77,328.49,474.41,212.48
2025-07-22,316.1,628.86,332.11,478.13,214.4
2025-07-23,312.18,634.21,332.56,482.63,214.15
2025-07-24,310.27,634.42,305.3,480.6,213.76
2025-07-25,307.4,637.1,316.06,484.07,213.88
2025-07-28,305.41,636.94,325.59,481.7,214.05
2025-07-29,306.25,635.26,321.2,476.56,211.27
2025-07-30,300.96,634.46,319.04,476.0,209.05
2025-07-31,302.96,632.08,308.27,471.88,207.57
2025-08-01,309.11,621.72,302.63,472.84,202.38
2025-08-04,310.91,631.17,309.26,459.11,203.35
2025-08-05,311.16,627.97,308.72,464.19,202.92
2025-08-06,310.5,632.78,319.91,468.91,213.25
2025-08-07,313.12,632.25,322.27,461.47,220.03
2025-08-08,313.05,637.18,329.65,465.4,229.35
2025-08-11,308.55,635.92,339.03,464.73,227.18
2025-08-12,308.27,642.69,340.84,470.39,229.65
2025-08-13,309.21,644.89,339.38,477.31,233.33
2025-08-14,307.25,644.95,335.58,479.22,232.78
2025-08-15,307.43,643.44,330.56,477.2,231.59
2025-08-18,306.95,643.3,335.16,478.52,230.89
2025-08-19,305.27,639.81,329.31,485.31,230.56
2025-08-20,308.36,638.11,323.9,488.68,226.01
2025-08-21,307.29,635.55,320.11,488.59,224.9
2025-08-22,310.58,645.31,340.01,489.0,227.76
2025-08-25,309.83,642.47,346.6,486.18,227.16
2025-08-26,312.08,645.16,351.67,492.21,229.31
2025-08-27,312.71,646.63,349.6,495.72,230.49
2025-08-28,315.03,648.92,345.98,499.86,232.56
2025-08-29,318.07,645.05,333.87,502.98,232.14
2025-09-02,325.59,640.27,329.36,501.14,229.72
2025-09-03,328.14,643.74,334.09,501.49,238.47
2025-09-04,326.69,649.12,338.53,506.91,239.78
2025-09-05,331.05,647.24,350.84,499.77,239.69
2025-09-08,334.82,648.83,346.4,493.78,237.88
2025-09-09,334.06,650.33,346.97,492.72,234.35
2025-09-10,335.26,652.21,347.79,490.08,226.79
2025-09-11,334.76,657.63,368.81,496.91,230.03
2025-09-12,335.42,657.41,395.94,493.74,234.07
2025-09-15,338.91,660.91,410.04,491.54,236.7
2025-09-16,339.59,660.0,421.62,490.99,238.15
2025-09-17,336.97,659.18,425.86,492.33,238.99
2025-09-18,335.62,662.26,416.85,490.5,237.88
2025-09-19,339.18,663.7,426.07,492.85,245.5
2025-09-22,345.05,666.84,434.21,493.71,256.08
2025-09-23,346.46,663.21,425.85,494.1,254.43
2025-09-24,343.32,661.1,442.79,497.09,252.31
2025-09-25,344.75,658.05,423.39,494.96,256.87
2025-09-26,346.74,661.82,440.4,500.03,255.46
2025-09-29,352.46,663.68,443.21,499.25,254.43
2025-09-30,355.47,666.18,444.72,502.74,254.63
2025-10-01,356.03,668.45,459.46,498.2,255.45
2025-10-02,354.79,669.22,436.0,495.92,257.13
2025-10-03,357.64,669.21,429.83,498.75,258.02
2025-10-06,364.38,671.61,453.25,500.02,256.69
2025-10-07,366.26,669.12,433.09,502.3,256.48
2025-10-08,372.3,673.11,438.69,499.84,258.06
2025-10-09,365.43,671.16,435.54,496.74,254.04
2025-10-10,369.12,653.02,413.49,489.13,245.27
2025-10-13,378.09,663.04,435.9,491.93,247.66
2025-10-14,380.79,662.23,429.24,495.97,247.77
2025-10-15,387.39,665.17,435.15,496.39,249.34
2025-10-16,396.45,660.64,428.75,488.81,247.45
2025-10-17,388.99,664.39,439.31,492.42,252.29
2025-10-20,403.15,671.3,447.43,494.08,262.24
2025-10-21,377.24,671.29,442.6,491.29,262.77
2025-10-22,377.28,667.8,438.97,491.81,258.45
2025-10-23,378.79,671.76,448.98,490.16,259.58
2025-10-24,377.52,677.25,433.72,492.1,262.82
2025-10-27,367.01,685.24,452.42,488.07,268.81
2025-10-28,364.38,687.06,460.55,481.44,269.0
2025-10-29,363.0,687.39,461.51,475.76,269.7
2025-10-30,370.13,679.83,440.1,478.52,271.4
2025-10-31,368.12,682.06,456.56,477.54,270.37
2025-11-03,368.78,683.34,468.37,475.68,269.05
2025-11-04,362.32,675.24,444.26,487.66,270.04
2025-11-05,366.51,677.58,462.07,488.77,270.14
2025-11-06,366.07,670.31,445.91,493.15,269.77
2025-11-07,368.31,670.97,429.52,499.06,268.47
